,cluster_main_first_word,cluster_prelast_second_word,cluster_last_third_word,cosine_simil_first_sec,cosine_simil_sec_third,cosine_simil_first_third,min_cosine_sim,max_cosine_sim,joke_tokenized,id_joke
461,this guy,him,he,tensor(0.2245),tensor(0.2613),tensor(0.3100),tensor(0.2245),tensor(0.3100),"[CLS] this guy is walking past a wooden fence . on the other side of the fence is an asylum . the inmates are all screaming at the tops of their lungs , "" thirteen ! thirteen ! thirteen ! ! "" the guy notices a small hole in the fence and his curiosity naturally gets the better of him . he takes a peek and a finger suddenly pops out and ja bs him in the eye . he yells in pain as the inmates start shouting , "" fourteen ! fourteen ! fourteen ! ! "" [SEP]",279
462,a music shop,we,our,tensor(0.4690),tensor(0.0360),tensor(0.0101),tensor(0.0101),tensor(0.4690),"[CLS] a little boy mouse goes into a music shop and asks for a mouse - organ . the shop keeper says : "" that a coincidence , we had a little girl mouse in here yesterday , asking for the same thing . "" the mouse replies : "" that must have been our monica . "" [SEP]",283
463,a mouse - organ,the same thing,-,tensor(0.5935),0,0,0,0,"[CLS] a little boy mouse goes into a music shop and asks for a mouse - organ . the shop keeper says : "" that a coincidence , we had a little girl mouse in here yesterday , asking for the same thing . "" the mouse replies : "" that must have been our monica . "" [SEP]",283
464,a little boy mouse,the mouse,-,tensor(0.4716),0,0,0,0,"[CLS] a little boy mouse goes into a music shop and asks for a mouse - organ . the shop keeper says : "" that a coincidence , we had a little girl mouse in here yesterday , asking for the same thing . "" the mouse replies : "" that must have been our monica . "" [SEP]",283
465,a little girl mouse,that,-,tensor(0.3277),0,0,0,0,"[CLS] a little boy mouse goes into a music shop and asks for a mouse - organ . the shop keeper says : "" that a coincidence , we had a little girl mouse in here yesterday , asking for the same thing . "" the mouse replies : "" that must have been our monica . "" [SEP]",283
466,a doctor,the doctor,i,tensor(0.6502),tensor(0.3558),tensor(0.3842),tensor(0.3558),tensor(0.6502),"[CLS] a doctor says to his patient , ' i have bad news and worse news ' . ' oh dear , what is the bad news ? ' asks the patient . the doctor replies , ' you only have hours to live ' . ' that terrible ' , said the patient . ' how can the news possibly be worse ? ' the doctor replies , ' i have been trying to contact you since yesterday ' . [SEP]",284
467,bad news,the bad news,-,tensor(0.5226),0,0,0,0,"[CLS] a doctor says to his patient , ' i have bad news and worse news ' . ' oh dear , what is the bad news ? ' asks the patient . the doctor replies , ' you only have hours to live ' . ' that terrible ' , said the patient . ' how can the news possibly be worse ? ' the doctor replies , ' i have been trying to contact you since yesterday ' . [SEP]",284
468,his patient,the patient,you,tensor(0.6146),tensor(0.2606),tensor(0.3153),tensor(0.2606),tensor(0.6146),"[CLS] a doctor says to his patient , ' i have bad news and worse news ' . ' oh dear , what is the bad news ? ' asks the patient . the doctor replies , ' you only have hours to live ' . ' that terrible ' , said the patient . ' how can the news possibly be worse ? ' the doctor replies , ' i have been trying to contact you since yesterday ' . [SEP]",284
469,worse news,the news,-,tensor(0.2532),0,0,0,0,"[CLS] a doctor says to his patient , ' i have bad news and worse news ' . ' oh dear , what is the bad news ? ' asks the patient . the doctor replies , ' you only have hours to live ' . ' that terrible ' , said the patient . ' how can the news possibly be worse ? ' the doctor replies , ' i have been trying to contact you since yesterday ' . [SEP]",284
470,a naked lady,i,her,tensor(0.2974),tensor(0.1517),tensor(0.1230),tensor(0.1230),tensor(0.2974),"[CLS] two hunters were walking through the woods . suddenly , a naked lady stepped out of the brush and said , "" i am game ! "" , so they shot her . [SEP]",285
471,two hunters,they,-,tensor(0.4081),0,0,0,0,"[CLS] two hunters were walking through the woods . suddenly , a naked lady stepped out of the brush and said , "" i am game ! "" , so they shot her . [SEP]",285
472,first man,his,first man,tensor(0.7632),tensor(0.7299),tensor(0.8823),tensor(0.7299),tensor(0.8823),"[CLS] first man says : "" my wife gone to the west indies . "" his friend asks : "" jamaica ? "" . first man answers : "" no she went of her own accord "" : [SEP]",286
473,my wife,she,her,tensor(0.5871),tensor(0.5305),tensor(0.4364),tensor(0.4364),tensor(0.5871),"[CLS] first man says : "" my wife gone to the west indies . "" his friend asks : "" jamaica ? "" . first man answers : "" no she went of her own accord "" : [SEP]",286
474,your nose,it,-,tensor(0.5569),0,0,0,0,[CLS] how do you keep your nose from running ? teach it to walk ! [SEP],287
475,a young karate champion,he,himself,tensor(0.4367),tensor(0.1414),tensor(0.1877),tensor(0.1414),tensor(0.4367),"[CLS] a young karate champion joined the army . the first time he salute d , he killed himself . [SEP]",289
476,i,i,my,tensor(0.4042),tensor(0.1037),tensor(0.0957),tensor(0.0957),tensor(0.4042),"[CLS] if i had a pet newt i would call him "" tiny "" , because he would be my newt . [SEP]",290
477,a pet newt,him,he,tensor(0.3435),tensor(0.3367),tensor(0.4083),tensor(0.3367),tensor(0.4083),"[CLS] if i had a pet newt i would call him "" tiny "" , because he would be my newt . [SEP]",290
478,the bar tender,the bar tender,the bar tender,tensor(0.6662),tensor(0.6114),tensor(0.7292),tensor(0.6114),tensor(0.7292),"[CLS] a piece of string walks into a bar one day and asks for a beer . the bar tender says : "" i am sorry but we do not serve string in this bar . "" the piece of string walks out and returns the next day asking for a beer . no luck . the bar tender turns him away again and says : "" sorry but we do not serve string in this bar . "" the next day the piece of string returns to the bar , but before entering , he ties a knot in himself and mess es up his hair . he enters the bar and asks for a beer . "" aren ' t you a piece of string ? "" the bar tender asks . "" no , "" he replies , "" i am a fray ed knot . "" [SEP]",292
479,a bar,the bar,the bar,tensor(0.3864),tensor(0.5392),tensor(0.4112),tensor(0.3864),tensor(0.5392),"[CLS] a piece of string walks into a bar one day and asks for a beer . the bar tender says : "" i am sorry but we do not serve string in this bar . "" the piece of string walks out and returns the next day asking for a beer . no luck . the bar tender turns him away again and says : "" sorry but we do not serve string in this bar . "" the next day the piece of string returns to the bar , but before entering , he ties a knot in himself and mess es up his hair . he enters the bar and asks for a beer . "" aren ' t you a piece of string ? "" the bar tender asks . "" no , "" he replies , "" i am a fray ed knot . "" [SEP]",292
480,a piece of string,he,i,tensor(0.2382),tensor(0.3033),tensor(0.4461),tensor(0.2382),tensor(0.4461),"[CLS] a piece of string walks into a bar one day and asks for a beer . the bar tender says : "" i am sorry but we do not serve string in this bar . "" the piece of string walks out and returns the next day asking for a beer . no luck . the bar tender turns him away again and says : "" sorry but we do not serve string in this bar . "" the next day the piece of string returns to the bar , but before entering , he ties a knot in himself and mess es up his hair . he enters the bar and asks for a beer . "" aren ' t you a piece of string ? "" the bar tender asks . "" no , "" he replies , "" i am a fray ed knot . "" [SEP]",292
481,gorilla s,they,-,tensor(0.7997),0,0,0,0,[CLS] why do gorilla s have big nostrils ? because they have big fingers ! [SEP],293
482,man,i,my,tensor(0.3007),tensor(0.0755),tensor(0.0752),tensor(0.0752),tensor(0.3007),"[CLS] man says : "" doctor . i have got a strawberry stuck up my bum . "" doctor answers : "" i have got some cream for that . "" [SEP]",294
483,doctor,doctor,i,tensor(0.2781),tensor(0.2969),tensor(0.4359),tensor(0.2781),tensor(0.4359),"[CLS] man says : "" doctor . i have got a strawberry stuck up my bum . "" doctor answers : "" i have got some cream for that . "" [SEP]",294
484,a strawberry,that,-,tensor(0.2691),0,0,0,0,"[CLS] man says : "" doctor . i have got a strawberry stuck up my bum . "" doctor answers : "" i have got some cream for that . "" [SEP]",294
485,a pirate,his,-,tensor(0.4355),0,0,0,0,[CLS] how much does a pirate pay to have his ear pierced ? a bu cca ner ( buck an ear ) [SEP],295
486,a drunk,him,the drunk,tensor(0.5793),tensor(0.7451),tensor(0.5047),tensor(0.5047),tensor(0.7451),"[CLS] a drunk was standing on a london street corner shouting "" it can not be done ! it can not be done ! "" just ten , a bobby apr oa ched him and said : "" what can not be done ? "" the drunk answered : "" look , up there on that sign , it says would rink canada dry . ' it just can not be done . . . it too bloody big ! ! ! "" [SEP]",296
487,that sign,it,-,tensor(0.5475),0,0,0,0,"[CLS] a drunk was standing on a london street corner shouting "" it can not be done ! it can not be done ! "" just ten , a bobby apr oa ched him and said : "" what can not be done ? "" the drunk answered : "" look , up there on that sign , it says would rink canada dry . ' it just can not be done . . . it too bloody big ! ! ! "" [SEP]",296
488,a mother and daughter,they,-,tensor(0.6054),0,0,0,0,"[CLS] a mother and daughter go out looking for barbie dolls , but can not find any prices in the shop , so they ask an assistant to help . "" this is single barbie , she cost two 0 dollars , and this is married barbie , she costs 40 dollars , and this one is divorced barbie , she costs two 50 dollars "" , says the assistant . "" why so much for the divorced barbie ? "" ask the mother . "" well , with the divorced barbie "" says the assistant "" you get the house , the car , the children . . . . . . "" [SEP]",297
489,this,she,-,tensor(0.4014),0,0,0,0,"[CLS] a mother and daughter go out looking for barbie dolls , but can not find any prices in the shop , so they ask an assistant to help . "" this is single barbie , she cost two 0 dollars , and this is married barbie , she costs 40 dollars , and this one is divorced barbie , she costs two 50 dollars "" , says the assistant . "" why so much for the divorced barbie ? "" ask the mother . "" well , with the divorced barbie "" says the assistant "" you get the house , the car , the children . . . . . . "" [SEP]",297
490,this,she,-,tensor(0.4208),0,0,0,0,"[CLS] a mother and daughter go out looking for barbie dolls , but can not find any prices in the shop , so they ask an assistant to help . "" this is single barbie , she cost two 0 dollars , and this is married barbie , she costs 40 dollars , and this one is divorced barbie , she costs two 50 dollars "" , says the assistant . "" why so much for the divorced barbie ? "" ask the mother . "" well , with the divorced barbie "" says the assistant "" you get the house , the car , the children . . . . . . "" [SEP]",297
